PLAYER_ID,FIRST_NAME,LAST_NAME,SUFFIX,EMAIL_ADDR,PASSWORD,GENDER,DATE_OF_BIRTH,ADDR_LINE1,ADDR_LINE2,CITY,REGION,POST_CODE,CITIZENSHIP,PRIMARY_PHONE,MOBILE_PHONE,SECURITY_QUESTION1,SECURITY_ANSWER1,SECURITY_QUESTION2,SECURITY_ANSWER2,CREATION_DATE,UPDATE_DATE,PLAYER_LOCK_EXPIRE_TIMESTAMP,LAST_LOGIN,LAST_LOGOUT,STATE,COUPON,WINNING_NUMBERS,JACKPOT,NEWSLETTER,WIN_AND_PAYMENT_SYSTEM,SSN4,NEW,REGISTRATION_GAME_CLIENT,WINNING,DEPOSIT,BONUS,DAY_LIMIT,WEEK_LIMIT,MONTH_LIMIT,SPENT_LIMIT,REGISTRATION_LEVEL
12400216,Greg,Test,,greg@kinsinger.net,k/jWWnJKf8zAkjSDPrat7mndIu3QiLnWyEakl74yLUNi5E396wu8knljUiJhSA==,Unspecified,1978-01-01,"789 Test St",,Kennesaw,GA,30005,Resident,+1 6545678765,,What was the make of your first car?,"car",In what city were you born?,"city","2012-11-16 11:57:49.000000","2019-07-02 17:51:34.000000",,2015-05-01 11:44:47.605000,2015-05-01 11:45:31.837000,Active,0,0,0,0,1,3321,1,Site 36 Internet Portal,0,0,0,,,,,2
12400228,PlayerThirtyFive,PlayerThrityFive,,player35@gtech.com,y8Zw+02Ggdh0tvBRWSi7abn9OfNqtSCFQw76VbR7mdUagQ0dzyWoHu2cR/cvqA==,Unspecified,1968-02-29,"No 78  9 Test Street","Suite 7",Waterfordd,GA,30303,Resident,+1 7703245658,+1 7704456678,What was the make of your first car?,"chevy",In what city were you born?,"calgary","2012-11-26 18:08:39.000000","2020-07-13 08:49:32.000000",,2020-07-13 08:49:32.165000,2020-07-13 09:04:49.698000,Active,0,0,0,0,1,4321,1,Site 36 Internet Portal,1501,0,0,,,,1,2
12400267,Player,Name,,qatest40@galottery.org,ChwfUl2JYRgpsXmyEz9rv37jJEQDtmXAkBuwQ1XeYRtFUeDy0LXk7D0c22DmFw==,Unspecified,1953-05-18,"78 9 Player Street",,Player City,GA,30005,Resident,+1 4042155155,,What was the make of your first car?,"car",In what city were you born?,"wilmington","2013-01-15 15:35:32.000000","2019-07-02 17:51:34.000000",,2013-05-30 14:06:16.313000,2013-05-30 14:25:53.732000,Active,0,0,0,0,1,3456,1,Site 36 Internet Portal,0,0,0,,,,,2
12400270,Lauren,Mullins,,laurenmmullins@icloud.com,BPWr9r6rDUH2bzszCU9b3mKCjyfnARoRzFulrFQNKAK56Q6pZ5Ef0u6/i9BBrQ==,Unspecified,1987-10-05,"789 Williams St Nw",,Atlanta,GA,30005,Resident,+1 4042155000,,What was the make of your first car?,"car",In what city were you born?,"city","2013-01-16 09:39:07.000000","2019-07-02 17:51:34.000000",,2014-02-18 14:22:19.441000,2014-02-18 14:41:13.251000,Active,0,0,0,0,1,1234,1,Site 36 Internet Portal,0,0,0,,,,,2
12400291,Gary,Tescom,,gary_tescom@yahoo.com,vsvC+GHe1HbEgRrYVPS9klwMiFbxVDoy43pxOg0V5YqwBG4ep6AAcWeLKdvLlQ==,Unspecified,1972-05-21,"555 Main St",,Atlanta,GA,30303,Resident,+1 4048847748,,What is your favorite song?,"hero",In what city were you born?,"miami","2013-01-22 09:00:09.000000","2019-07-02 17:51:34.000000",,2013-04-29 11:34:36.814000,2013-04-29 11:34:53.988000,Active,0,0,0,0,1,7789,1,Site 36 Internet Portal,0,0,0,,,,,2
12400292,Gopal,Kumar,,gopal@gtech.com,61sijNnTq0zbOkyVfxGmY2cgeGfApe3QBWMU4UmHtB3JKSS9Zj5czb5eNc4YGw==,Unspecified,1993-03-03,"Address",,Mycity,GA,30005,Resident,+1 1111111112,,What is your favorite song?,"aaa",What was the make of your first car?,"aaa","2013-01-22 11:04:05.000000","2019-07-02 17:51:34.000000",,2018-03-16 05:19:34.888000,2016-08-31 04:17:14.938000,Active,0,0,0,0,1,3333,1,Site 36 Internet Portal,0,0,0,,,,,2
12400323,Lauren,Mullins,,laurenmmullins@ymail.com,QmLPkEeGCr4lrOaE1f9DPn1EnJS7WPd3nHb/Ujy8IslwxBIKNbdsH/GfnMa/Ig==,Unspecified,1987-10-05,"789 Williams St",,Atlanta,GA,30005,Resident,+1 4042155000,,What was the name of your first school teacher?,"teacher",In what city were you born?,"city","2013-01-24 09:55:15.000000","2019-07-02 17:51:34.000000",,2013-05-22 15:06:01.723000,2013-05-22 15:06:46.756000,Active,0,0,0,0,1,8425,1,Site 36 Internet Portal,0,0,0,,,,,2
12400357,Smoke,Testseven,,smoke7@kinsinger.net,+8oy9mj7RByynlxccmbbeScPfbqsOx/qftNFszdUfbvTIXSzgW+rrC04XKKApQ==,Unspecified,1980-01-01,"78 9 Street",,Atlanta,GA,30005,Resident,+1 4567894545,,What was the make of your first car?,"car",In what city were you born?,"city","2013-01-29 07:58:19.000000","2019-07-02 17:51:34.000000",,2013-08-05 16:58:12.758000,2013-08-05 16:58:23.076000,Active,0,0,0,0,1,9992,1,Site 36 Internet Portal,0,0,0,,,,,2
12400358,Restrict,Tescom,,restrict_tescom@yahoo.com,EtYnYVJGRmN3wvbkoHqtKLJbhI3tgCJJSuULn6dD9qq3vD6MaMqLjo7NFpAdjg==,Unspecified,1981-09-08,"Rr 14 Box 42",,Amberlin,FL,30005,Resident,+1 2087748866,,What was the name of your first school teacher?,"bill",In what city were you born?,"miami","2013-01-29 08:02:02.000000","2019-07-02 17:51:34.000000",,2015-08-14 11:32:27.617000,2015-08-14 11:32:56.731000,Active,0,0,0,0,1,5445,1,Site 36 Internet Portal,0,0,0,,,,,2
12402282,Ray,Raven,,araven@galottery.org,pvzgRUOnAXk7At1WZAsVrvQhClVWbDYtIKRPgxQCAFartVyqhLv8RlJgXuOckg==,Unspecified,1982-02-03,"78 9 Baltimore Drive ",,Atlanta,GA,30005,Resident,+1 2292262101,+1 6782531102,What was the name of your first school teacher?,"teacher",In what city were you born?,"baltimore","2013-02-04 15:32:21.000000","2020-02-11 12:42:26.000000",,2013-02-06 14:41:32.160000,2013-02-06 14:57:33.855000,Closed,0,0,0,0,1,1234,1,Site 36 Retailer Terminal,0,0,0,,,,,2
12410247,Bran,Tescom,,bran_tescom@yahoo.com,2FrWGVxEWKGl5b8V2iKaLU61idJJTD5SvN+N1s1zSuFyrfXer9UYGoBLRM1Mcw==,Unspecified,1978-05-23,"789 Main Godswood Ln",,Winterfell,GA,30005,Non-Resident,+1 5515579950,,What was the name of your first school teacher?,"bill",In what city were you born?,"miami","2013-04-03 09:05:32.000000","2019-07-02 17:51:34.000000",,2014-12-04 09:02:37.466000,2014-12-04 09:21:55.680000,Active,0,0,0,0,1,8451,1,Site 36 Internet Portal,0,0,0,,,,,2
12410264,Landon,Carter,,qatest71@galottery.org,f9xjV0dwmlPBb9MHIz+8Zay00L3lNHyzMOEBIbaVQJwzAtOm6a5/2TatFaZFPw==,Unspecified,1989-08-20,"78 9 Ditmas Avenue",,Altanta,GA,30005,Resident,+1 4045126589,,What was the name of your first school teacher?,"madison",In what city were you born?,"madison","2013-04-17 11:02:53.000000","2019-07-02 17:51:34.000000",,2014-09-08 16:02:16.776000,2014-09-08 16:04:53.889000,Active,0,0,0,0,1,7172,1,Site 36 Internet Portal,0,0,0,,,,,2
12410282,Almori,Robert,,mcohntweet04@galottery.org,THkhqLrkYfB9Q9XL/Kj+fVuS4OY0/NJ0hGyM5WoXCfXnhSJAbvHuhTc7tnY+sw==,Unspecified,1971-12-19,"250 Williams Street Nw","3000a",Atlanta,GA,30303,Resident,+1 4042155000,,What is your favorite song?,"song",In what city were you born?,"city","2013-05-01 12:11:16.000000","2019-07-02 17:51:34.000000",,2018-12-07 12:36:42.545000,2018-12-07 12:38:47.601000,Active,0,0,0,0,1,,1,Site 36 Internet Portal,0,0,0,,,,,5
12412247,Halle,Strawberry,,gtechgatest01@hotmail.com,o0Bi/7B03SnOJYA/AefaGfaKNfBujIU9WaEK/n15GiZ0aQQAv5vON3Q9hDX9IA==,Unspecified,1973-01-05,"P.o. Box 759",,Atlanta,GA,30303,Resident,+1 7705551111,,What was the make of your first car?,"acura",In what city were you born?,"dallas","2013-06-05 11:16:41.000000","2019-07-02 17:51:34.000000",,2017-07-07 15:00:38.626000,2017-07-07 15:17:29.613000,Active,0,0,0,0,1,8544,1,Site 36 Internet Portal,0,0,0,,,,,2
12412248,Christopher,Turner,,gtechgatest02@hotmail.com,N6SQp4DwrhFlSZyICnyrhmcetHrLSWS1dKQ47Qqn3cZq055tnxKJUXbPPNKTAg==,Unspecified,1973-01-05,"78 9 Lovejoy Street",,Atlanta,GA,30005,Resident,+1 4045555444,,What is your father's middle name?,"allen",In what city were you born?,"elizabeth","2013-06-05 11:23:25.000000","2019-07-02 17:51:34.000000",,2017-07-07 15:04:30.099000,2017-07-07 15:22:35.683000,Active,0,0,0,0,1,5477,1,Site 36 Internet Portal,0,0,0,,,,,2
12412249,Alaina,Moore,,gtechgatest03@hotmail.com,tPNWERL343NA3fHgU2H9aWjgG7PHwG18sjpfhdg2mPJIXemLy7RNjudyEm68Fw==,Unspecified,1970-01-01,"515 Watershed Ct",,Lithia Springs,GA,30005,Resident,+1 4049811111,,What was the make of your first car?,"toyota",In what city were you born?,"atlanta","2013-06-06 15:13:25.000000","2019-07-02 17:51:34.000000",,2015-12-04 13:19:36.592000,2015-12-04 13:35:30.309000,Active,0,0,0,0,1,3456,1,Site 36 Internet Portal,0,0,0,,,,,2
12412253,Lorry,Douglas,,gtechgatest04@hotmail.com,0yD4TSTWE9k6GLNgzVW5QWl+sbSia5NRtEOPLLKF567mnG5s8USAbN3UBXuDLw==,Unspecified,1973-09-01,"789 Lovejoy Street",,Atlanta,GA,30005,Resident,+1 6784455548,,What was the make of your first car?,"bmw",In what city were you born?,"plainfield","2013-06-07 09:13:31.000000","2019-07-02 17:51:34.000000",,2017-08-17 12:08:25.516000,2017-08-17 12:24:08.502000,Active,0,0,0,0,1,4587,1,Site 36 Internet Portal,0,0,0,,,,,2
12412255,Simba,Lionking,,qatest81@galottery.org,FcBKA0XjF+B+nfd+yaqOIhdgOyJsOrJvL1ymMCNn3+0+Pz5b7sBtViI1XSqDfQ==,Unspecified,1974-09-19,"789 Main Timbuktu Ln",,Fort Gaines,GA,30005,Resident,+1 4042587741,+1 6785124478,What was the name of your first school teacher?,"bill",In what city were you born?,"miami","2013-06-11 10:07:00.000000","2019-07-02 17:51:34.000000",,2015-07-07 14:10:51.783000,2015-07-07 14:14:01.124000,Active,0,0,0,0,1,4889,1,Site 36 Internet Portal,0,0,0,,,,,2
12412256,Mike,Cyclops,,qatest82@galottery.org,XEfxgFAiQcvmJKs/pbaGVIXevXy7Fx/xUMC0KRRd67UzOzSCpslj7h/otH/Qkg==,Unspecified,1955-09-21,"789 Main Monsters Inc Cir",,Hiram,GA,30005,Resident,+1 4048851158,+1 7706554214,What is your father's middle name?,"frank",What was the make of your first car?,"honda","2013-06-11 10:14:52.000000","2019-07-02 17:51:34.000000",,2015-07-07 14:19:15.357000,2015-07-07 14:21:56.759000,Active,0,0,0,0,1,,1,Site 36 Internet Portal,0,0,0,,,,,5
12412257,Penelope,Bracklemore,,qatest83@galottery.org,ainVb/22I1gNq3eyMPaI7XCuczbYwTqjT6TjfSkQPoCOTI6spMXs2I21Y/DtWg==,Unspecified,1981-01-05,"789 Main Burton Rd",,Macon,GA,30005,Resident,+1 6784451587,,What was the name of your first school teacher?,"bill",In what city were you born?,"miami","2013-06-11 10:23:47.000000","2019-07-02 17:51:34.000000",,2015-07-07 14:22:22.104000,2015-07-07 14:27:35.377000,Active,0,0,0,0,1,7896,1,Site 36 Internet Portal,0,0,0,,,,,2
12412258,Francis,Beacon,,qatest85@galottery.org,YhFWGa201C3BxQwaK7eNPKwvGlxLueP1pdnLO0/0rwYixZ9OT7G0pZLWlAFn2w==,Unspecified,1972-09-23,"789 Main Twix Ave",,Marlin,AL,30005,Resident,+1 5157785415,,What is your favorite song?,"hero",What is your father's middle name?,"frank","2013-06-11 10:28:08.000000","2019-07-02 17:51:34.000000",,2015-04-29 13:48:46.441000,2015-04-29 14:04:19.674000,Active,0,0,0,0,1,4948,1,Site 36 Internet Portal,0,0,0,,,,,2
12412259,Hannah,Piper,,qatest86@galottery.org,1ax0R9J47BH1Z0VNIZCygKCpJXf5SLYwPapI0YfvlJV+ilsjnBfHSg4aeuchxQ==,Unspecified,1975-10-25,"789 Main Roland Dr",,Smyrna,GA,30005,Resident,+1 4045518775,+1 6784875515,What was the make of your first car?,"honda",In what city were you born?,"miami","2013-06-11 10:32:39.000000","2019-07-02 17:51:34.000000",,2014-02-11 10:03:57.103000,2014-02-11 10:05:16.984000,Active,0,0,0,0,1,6882,1,Site 36 Internet Portal,0,0,0,,,,,2
12412260,Sherlock,Holmes,,qatest61@galottery.org,4RFxudnz1ifJ98PTFNlNwkpYWxNzqttrGuupKDIwh4x/XPqM96PszeuzdXXIUw==,Unspecified,1973-04-24,"789 Main Baker St","22-b",London,GA,30005,Resident,+1 7782938928,+1 2839385729,What was the name of your first school teacher?,"bill",In what city were you born?,"miami","2013-06-11 10:59:36.000000","2019-07-02 17:51:34.000000",,2015-07-07 14:16:54.531000,2015-07-07 14:18:19.603000,Active,0,0,0,0,1,8451,1,Site 36 Internet Portal,0,0,0,,,,,2
12412261,John,Watson,,qatest62@galottery.org,rRlWyvqh36SXg+maANVua6WIdNvqDQeUcXlf3NVL7hveuVCTKkhromTUnpGK/g==,Unspecified,1978-09-26,"789 Main Baker St","22-b",London,GA,30005,Resident,+1 4568784515,,What is your favorite song?,"hero",What was the make of your first car?,"honda","2013-06-11 11:06:28.000000","2019-07-31 23:05:05.000000",,2014-08-05 09:32:35.380000,2014-08-05 09:32:48.979000,Active,0,0,0,0,1,4562,1,Site 36 Internet Portal,0,0,0,,,,,2
12412263,Irene,Adler,,qatest63@galottery.org,zXwKTvfht+HjPv6XYsiZgo7nisJxcN/l/GSBmWh5VHt4e806ER9id1q5gUNjrA==,Unspecified,1975-05-26,"789 Main Woman Rd",,Camden,NJ,30005,Resident,+1 6784515778,,What was the name of your first school teacher?,"bill",In what city were you born?,"miami","2013-06-11 14:11:48.000000","2019-07-02 17:51:34.000000",,2015-07-07 14:14:54.306000,2015-07-07 14:16:24.010000,Active,0,0,0,0,1,9451,1,Site 36 Internet Portal,0,0,0,,,,,2
12412265,Michael,Fassbender,,qatest84@galottery.org,w15/floIVRQccU19J1CWL2zq8uPqsXrBiTlk884ZtCXcBChiQzQwLvg6GgJoxQ==,Unspecified,1963-08-18,"789 Main Hollywood Blvd",,Newnan,GA,30291,Resident,+1 4045551577,,What was the name of your first school teacher?,"bill",What is your father's middle name?,"frank","2013-06-12 09:32:47.000000","2019-07-02 17:51:34.000000",,2013-08-02 15:28:22.222000,2013-08-02 15:46:30.172000,Active,0,0,0,0,1,5892,1,Site 36 Retailer Terminal,0,0,0,,,,,2
12412266,John,Taylor,,gtechgatest05@hotmail.com,SeFycYmk86naSWYvBquMF+GW9bx1hh6bIa8y72To3jORYMRTLOTgNyL1O0cr+g==,Unspecified,1976-01-01,"789 Hopewell Road",,Atlanta,GA,30005,Resident,+1 4042227855,,What was the make of your first car?,"atlanta",In what city were you born?,"atlanta","2013-06-12 14:01:55.000000","2019-07-02 17:51:34.000000",,2013-12-02 11:23:02.941000,2013-06-13 10:57:11.159000,Active,0,0,0,0,1,5695,1,Site 36 Internet Portal,0,0,0,,,,,2
12412267,Susan,Jones,,gtechgatest06@hotmail.com,9CXH/iwYLS7fhbFuiAEMDbckA8b2zYHfR53lHEBIQPGF1/F0UQq0qa4LqYGFgQ==,Unspecified,1983-01-01,"789 Forever Street",,Atlanta,GA,30005,Resident,+1 4042226589,,What was the make of your first car?,"atlanta",In what city were you born?,"atlanta","2013-06-12 14:03:22.000000","2019-07-02 17:51:34.000000",,2014-11-20 14:12:52.686000,2014-11-20 14:33:32.697000,Active,0,0,0,0,1,8999,1,Site 36 Internet Portal,0,0,0,,,,,2
12412268,Paul,Macon,,pmacon@galottery.org,Sc9rn8SSn/y7ul8tP0BF5yUs4y0gor5MtvJYuGPFhSEXRnHMAhSSKAe98+xQ2w==,Unspecified,1985-06-06,"7901671 America Ave",,Warner Robin,GA,30005,Resident,+1 4781116554,,What was the make of your first car?,"ford",In what city were you born?,"tampa","2013-06-12 14:35:54.000000","2019-07-02 17:51:34.000000",,,,Active,0,0,0,0,1,3134,1,Site 36 Retailer Terminal,0,0,0,,,,,2
12412269,Linda,Duluth,,lduluth@galottery.org,rz+YDdgfflZicNI5mVN8iNxQJSYW8XCf9hgkmX+y1Xp0iRj1mNC6Amz26EVaXA==,Unspecified,1961-10-10,"76 84 Thomas Lane",,Suwannee,GA,30005,Resident,+1 6781116554,,What was the make of your first car?,"ford",In what city were you born?,"san francisco","2013-06-12 14:36:38.000000","2019-07-02 17:51:34.000000",,,,Active,0,0,0,0,1,4245,1,Site 36 Retailer Terminal,0,0,0,,,,,2
12412270,Sherry,Airport,,sairport@galottery.org,H8BYvx0vYQWOjJyWT+qSSyaSJ5wKNbzVk54eEMLwoZj/rMo7m045mBiu9zyHmw==,Unspecified,1980-08-16,"71 75 Carport Lane",,Roswell,GA,30005,Resident,+1 7892227665,,What was the make of your first car?,"ford",In what city were you born?,"detroit","2013-06-12 14:39:12.000000","2019-07-02 17:51:34.000000",,,,Active,0,0,0,0,1,3134,1,Site 36 Retailer Terminal,0,0,0,,,,,2
